substance,density,temperature,mean_a1,mean_a2,error_a1,error_a2
C4,124.234541,600.0,-0.6071225704376474,-0.0607344078301766,0.0004318746306782,0.0016749532693305
C4,162.27704799999998,600.0,-0.8233582372338089,-0.0747231056690452,0.0006197593769774,0.0026729949587729
C4,181.32344400000008,600.0,-0.9376087434620944,-0.0745041144240601,0.0005018849982827,0.002287798361507
C4,200.34203400000004,600.0,-1.0543322785729712,-0.0739233831809358,0.0005961640212533,0.0026448826517342
C4,219.440904,600.0,-1.1760967913349398,-0.0762857673944079,0.0005670520963982,0.0025247387736824
C4,238.423578,600.0,-1.3006126647400944,-0.074318448252951,0.0005259616150291,0.0022663008464286
C4,257.382373,600.0,-1.4282729715549427,-0.070036169906929,0.0004830710749182,0.0020220283796017
C4,276.42704599999985,600.0,-1.5586702122178548,-0.0679625792808593,0.0006593201724714,0.002829860031512
C4,295.615534,600.0,-1.6950264247316669,-0.0639328658493793,0.0004803603448622,0.0018661246748732
C4,314.62142000000006,600.0,-1.8318891791518384,-0.0593752211294035,0.000515698353741,0.0022330848652703
C4,333.61028600000003,600.0,-1.970948255534292,-0.0596357882999162,0.0005708831635291,0.002177019847562
C4,352.59307699999994,600.0,-2.1136276996359173,-0.0512102532220572,0.0004884115758753,0.0017669312693149
C4,371.640473,600.0,-2.2586512996081005,-0.0506745978022487,0.0006072038662106,0.0022952018050006
C4,390.5471150000001,600.0,-2.4051669795486164,-0.0473675227928376,0.0004363630740162,0.0015479328596413
